,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
32696,539105,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-16 10:43:00,2.95,14825.0,United Kingdom
32720,539109,85123A,WHITE HANGING HEART T-LIGHT HOLDER,500,2010-12-16 11:07:00,2.55,16013.0,United Kingdom
32898,539196,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-12-16 12:09:00,2.95,18055.0,United Kingdom
32949,539212,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-16 12:20:00,2.95,17146.0,United Kingdom
33159,539225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2010-12-16 13:02:00,2.95,15379.0,United Kingdom
33239,539243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-16 13:21:00,2.95,18116.0,United Kingdom
33668,539282,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-12-16 15:45:00,2.95,16770.0,United Kingdom
33677,539283,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-12-16 15:47:00,2.95,14092.0,United Kingdom
33716,539290,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-16 16:36:00,2.95,16271.0,United Kingdom
33782,539294,71053,WHITE METAL LANTERN,0,2010-12-16 16:45:00,3.75,15532.0,United Kingdom
34015,539314,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2010-12-16 18:20:00,2.55,13874.0,United Kingdom
34056,539317,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-16 19:04:00,2.95,17392.0,United Kingdom
34076,539317,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-16 19:04:00,2.95,17392.0,United Kingdom
34120,539320,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2010-12-16 19:16:00,2.95,14911.0,EIRE
34129,539321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2010-12-16 19:19:00,2.95,14723.0,United Kingdom
34156,539321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-12-16 19:19:00,2.95,14723.0,United Kingdom
34260,539325,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-17 08:20:00,2.95,13004.0,United Kingdom
34274,539326,71053,WHITE METAL LANTERN,5,2010-12-17 09:22:00,3.75,14560.0,United Kingdom
34292,C539329,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-504,2010-12-17 09:37:00,2.55,16013.0,United Kingdom
34411,539353,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-17 11:30:00,2.95,12782.0,Portugal
34638,539414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-17 13:45:00,2.95,16931.0,United Kingdom
34773,539434,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-17 14:41:00,5.91,,United Kingdom
35616,539436,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-17 14:49:00,5.91,,United Kingdom
36048,539437,71053,WHITE METAL LANTERN,2,2010-12-17 14:54:00,8.47,,United Kingdom
36129,539437,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-12-17 14:54:00,5.91,,United Kingdom
36171,539439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-17 15:14:00,2.95,13869.0,United Kingdom
36320,539450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-17 16:53:00,2.95,15570.0,United Kingdom
36432,539451,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-17 16:59:00,5.91,,United Kingdom
36968,539453,71053,WHITE METAL LANTERN,5,2010-12-17 17:08:00,8.47,,United Kingdom
37022,539453,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-17 17:08:00,5.91,,United Kingdom
37244,539454,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-12-17 17:12:00,2.95,17377.0,United Kingdom
37536,539470,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2010-12-19 14:03:00,2.95,14472.0,United Kingdom
37578,539471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-19 14:16:00,2.95,17358.0,United Kingdom
37744,539477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-19 14:58:00,2.95,18245.0,United Kingdom
37835,539484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2010-12-19 15:44:00,2.55,15640.0,United Kingdom
38330,539501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-12-20 11:08:00,2.95,17085.0,United Kingdom
38444,C539576,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-27,2010-12-20 12:25:00,2.95,14911.0,EIRE
38515,539580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-12-20 12:51:00,2.95,15312.0,United Kingdom
38579,539587,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2010-12-20 13:10:00,2.55,14298.0,United Kingdom
38598,539588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-20 13:11:00,2.95,14527.0,United Kingdom
38616,539590,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2010-12-20 13:21:00,2.55,14733.0,United Kingdom
38754,539595,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-20 13:43:00,5.91,,United Kingdom
39641,539658,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-21 09:34:00,2.95,17213.0,United Kingdom
39891,539708,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-21 12:18:00,5.91,,United Kingdom
40050,539718,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-21 13:06:00,5.91,,United Kingdom
40062,539722,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2010-12-21 13:45:00,2.95,14911.0,EIRE
40183,539730,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-21 14:54:00,2.95,13487.0,United Kingdom
40364,539736,71053,WHITE METAL LANTERN,1,2010-12-21 15:18:00,8.47,,United Kingdom
40476,539737,71053,WHITE METAL LANTERN,3,2010-12-21 15:19:00,8.47,,United Kingdom
40650,539739,71053,WHITE METAL LANTERN,5,2010-12-21 15:19:00,8.47,,United Kingdom
41325,539826,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-12-22 12:39:00,2.95,15044.0,United Kingdom
41349,C539832,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-22 13:20:00,2.55,17239.0,United Kingdom
41351,539835,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-22 13:39:00,2.95,16477.0,United Kingdom
41372,539836,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2010-12-22 13:46:00,2.95,17894.0,United Kingdom
41449,539856,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2010-12-22 14:41:00,0.0,,United Kingdom
41525,539867,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-23 10:38:00,2.95,13922.0,United Kingdom
41559,539920,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-23 11:06:00,2.95,14085.0,United Kingdom
42351,539985,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2010-12-23 15:16:00,2.55,15856.0,United Kingdom
42392,539988,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-23 16:06:00,2.95,18116.0,United Kingdom
42494,539993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-01-04 10:00:00,2.95,13313.0,United Kingdom
42644,540014,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-04 11:34:00,2.95,14606.0,United Kingdom
42692,540016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-01-04 11:42:00,2.95,16282.0,United Kingdom
43031,540026,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-01-04 13:25:00,5.91,,United Kingdom
43413,540033,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-01-04 14:12:00,2.55,13680.0,United Kingdom
43439,540043,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-04 14:21:00,2.95,15164.0,United Kingdom
43573,540098,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-04 15:50:00,2.95,16241.0,United Kingdom
43723,540120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-01-05 10:08:00,2.55,17675.0,United Kingdom
43777,540130,85123A,WHITE HANGING HEART T-LIGHT HOLDER,127,2011-01-05 10:46:00,2.55,13798.0,United Kingdom
43806,540146,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-01-05 10:51:00,2.95,15002.0,United Kingdom
43858,540153,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-01-05 11:25:00,2.55,15841.0,United Kingdom
44218,540161,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-05 11:52:00,2.95,16719.0,United Kingdom
44257,540163,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-01-05 11:52:00,2.55,13089.0,United Kingdom
44414,540172,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-05 12:29:00,2.95,18109.0,United Kingdom
44550,540180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-05 13:05:00,2.95,15984.0,United Kingdom
44560,540180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-05 13:05:00,2.95,15984.0,United Kingdom
44592,540184,71053,WHITE METAL LANTERN,6,2011-01-05 13:40:00,3.75,15266.0,United Kingdom
44613,540185,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-05 13:40:00,2.95,14653.0,United Kingdom
44670,540188,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-05 13:57:00,2.95,16771.0,United Kingdom
44866,540242,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-01-05 15:30:00,2.55,15046.0,United Kingdom
44903,C540244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-05 15:40:00,2.95,17213.0,United Kingdom
44938,540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-05 15:56:00,2.95,15464.0,United Kingdom
45400,540257,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-05 17:33:00,2.95,12748.0,United Kingdom
45423,540259,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-06 09:00:00,2.95,18226.0,United Kingdom
45561,540268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-01-06 11:25:00,2.55,13458.0,United Kingdom
45708,540277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-01-06 12:18:00,2.55,14258.0,United Kingdom
45776,540278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-01-06 12:31:00,2.95,15719.0,United Kingdom
45894,540288,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-06 12:45:00,2.95,17634.0,United Kingdom
46015,540349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-06 14:07:00,2.95,15379.0,United Kingdom
46775,540361,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-01-06 15:41:00,2.55,13408.0,United Kingdom
46814,540364,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-01-06 16:03:00,2.95,14505.0,United Kingdom
46898,540371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-01-06 16:35:00,2.95,14312.0,United Kingdom
46993,540372,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2011-01-06 16:41:00,2.55,13081.0,United Kingdom
47128,C540380,71053,WHITE METAL LANTERN,-7,2011-01-06 17:36:00,3.75,16094.0,United Kingdom
47274,C540403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-5,2011-01-07 09:32:00,2.55,17230.0,United Kingdom
47310,540408,85123A,WHITE HANGING HEART T-LIGHT HOLDER,249,2011-01-07 09:55:00,2.55,16013.0,United Kingdom
48147,540464,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-01-07 13:17:00,2.55,14298.0,United Kingdom
48149,540464,71053,WHITE METAL LANTERN,7,2011-01-07 13:17:00,3.39,14298.0,United Kingdom
48189,540467,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-01-07 13:39:00,2.95,18198.0,United Kingdom
48588,540469,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-07 14:04:00,2.95,12484.0,Spain
48643,540471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2011-01-07 14:21:00,2.95,15601.0,United Kingdom
48977,540489,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-01-07 16:32:00,2.95,13593.0,United Kingdom
49009,540493,71053,WHITE METAL LANTERN,7,2011-01-07 16:34:00,3.75,14867.0,United Kingdom
49138,540504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-09 11:02:00,2.95,13668.0,United Kingdom
49355,540513,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-01-09 11:41:00,2.55,13758.0,United Kingdom
49361,540514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-01-09 11:43:00,2.95,15708.0,United Kingdom
49462,540517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-09 12:02:00,2.95,17128.0,United Kingdom
49608,540524,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-01-09 12:53:00,2.95,16735.0,United Kingdom
49631,540524,71053,WHITE METAL LANTERN,8,2011-01-09 12:53:00,3.75,16735.0,United Kingdom
49657,540525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-09 13:02:00,2.95,16833.0,United Kingdom
49750,540530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-09 14:02:00,2.95,14755.0,United Kingdom
49790,540531,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-09 14:03:00,2.95,16549.0,United Kingdom
49932,540539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-09 14:42:00,2.95,18260.0,United Kingdom
49987,540541,71053,WHITE METAL LANTERN,4,2011-01-09 15:13:00,3.75,15799.0,United Kingdom
50001,540542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-09 15:18:00,2.95,15107.0,United Kingdom
50768,540552,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-10 09:44:00,2.95,16350.0,United Kingdom
51586,540647,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-10 14:57:00,2.95,17406.0,United Kingdom
52132,540689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1005,2011-01-11 08:43:00,3.24,17450.0,United Kingdom
52196,540692,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-11 09:12:00,2.95,14320.0,United Kingdom
52284,540701,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-01-11 09:48:00,2.55,15640.0,United Kingdom
52325,540704,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-01-11 10:04:00,2.95,17742.0,United Kingdom
52545,540800,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-01-11 12:20:00,2.55,13798.0,United Kingdom
52690,540813,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-11 12:41:00,2.95,14669.0,United Kingdom
52709,540815,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1927,2011-01-11 12:55:00,2.55,15749.0,United Kingdom
52757,540817,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-01-11 12:56:00,2.55,14209.0,United Kingdom
53227,540826,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-11 14:00:00,2.95,13102.0,United Kingdom
53430,540834,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-01-11 14:50:00,2.55,14733.0,United Kingdom
53474,C540837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-5,2011-01-11 15:02:00,2.55,14733.0,United Kingdom
53526,540839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-01-11 15:42:00,2.95,16791.0,United Kingdom
53993,540848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-12 09:26:00,5.91,,United Kingdom
54185,540859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-12 10:58:00,2.95,17965.0,United Kingdom
54200,540862,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-01-12 11:18:00,2.55,15953.0,United Kingdom
54288,540907,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-12 11:52:00,2.95,13488.0,United Kingdom
54361,540943,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-01-12 12:31:00,2.95,17841.0,United Kingdom
54495,540953,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-12 13:16:00,2.95,14587.0,United Kingdom
54502,540953,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-12 13:16:00,2.95,14587.0,United Kingdom
54545,540955,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-12 13:27:00,2.95,14715.0,United Kingdom
54551,540955,71053,WHITE METAL LANTERN,3,2011-01-12 13:27:00,3.75,14715.0,United Kingdom
54600,540968,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-12 13:40:00,2.95,17338.0,United Kingdom
54908,540977,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-01-12 15:01:00,5.91,,United Kingdom
55192,540979,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-12 15:06:00,2.95,15727.0,United Kingdom
55250,540981,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-12 15:25:00,2.95,12868.0,United Kingdom
55331,540990,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-01-12 16:51:00,2.95,17048.0,United Kingdom
55673,540995,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-13 09:30:00,5.79,,United Kingdom
55876,541004,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-13 10:35:00,2.95,18190.0,United Kingdom
56313,541104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-13 14:29:00,5.79,,United Kingdom
57219,541134,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-01-14 10:20:00,2.55,15615.0,United Kingdom
57363,541205,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-01-14 12:23:00,2.55,18106.0,United Kingdom
57472,541207,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-01-14 12:27:00,2.95,17685.0,United Kingdom
57611,541215,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-14 13:42:00,2.95,14329.0,United Kingdom
58280,541223,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-14 14:39:00,2.95,17954.0,United Kingdom
58444,541241,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-16 11:08:00,2.95,13782.0,United Kingdom
58545,541252,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-01-16 13:41:00,2.95,13064.0,United Kingdom
58787,541262,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-16 15:50:00,2.95,18069.0,United Kingdom
59042,541268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-17 10:52:00,2.95,12872.0,United Kingdom
59181,541275,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-17 11:28:00,2.95,14176.0,United Kingdom
59255,541280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-17 11:57:00,2.95,15296.0,United Kingdom
59376,541283,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-01-17 12:34:00,2.95,12820.0,United Kingdom
59411,541286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-01-17 13:08:00,2.55,13982.0,United Kingdom
59449,541288,85123A,WHITE HANGING HEART T-LIGHT HOLDER,63,2011-01-17 13:21:00,2.55,14525.0,United Kingdom
59473,541289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-17 13:23:00,2.95,14606.0,United Kingdom
59587,541302,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-17 14:18:00,2.95,13769.0,United Kingdom
59602,541316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-01-17 14:27:00,2.95,13209.0,United Kingdom
59857,541413,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-17 16:14:00,2.95,13859.0,United Kingdom
59885,541414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-17 16:14:00,2.95,18212.0,United Kingdom
59911,C541415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-17 16:20:00,2.55,14292.0,United Kingdom
60910,541423,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-01-17 17:54:00,2.95,,United Kingdom
61319,541424,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2011-01-17 17:57:00,2.95,,United Kingdom
61562,541428,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-18 08:53:00,2.95,14242.0,United Kingdom
61831,541486,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-18 13:15:00,2.95,18109.0,United Kingdom
62494,541504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-18 15:37:00,2.95,14415.0,United Kingdom
62637,541509,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-18 16:31:00,2.95,13263.0,United Kingdom
62676,541510,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-18 16:39:00,2.95,14428.0,United Kingdom
63305,541564,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-19 11:38:00,2.95,16904.0,United Kingdom
63325,541565,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-19 11:48:00,2.95,14527.0,United Kingdom
63450,541570,85123A,WHITE HANGING HEART T-LIGHT HOLDER,259,2011-01-19 12:34:00,2.55,14646.0,Netherlands
63654,541588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-19 14:43:00,2.95,14307.0,United Kingdom
64244,541596,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-19 16:19:00,2.95,17602.0,United Kingdom
64610,541657,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-20 12:11:00,2.95,16321.0,Australia
64693,541660,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-20 12:20:00,2.95,17787.0,United Kingdom
64711,541660,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-20 12:20:00,2.95,17787.0,United Kingdom
64742,541669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-20 12:29:00,2.95,17315.0,United Kingdom
64843,541676,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-20 14:01:00,2.95,15379.0,United Kingdom
64914,541682,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-20 15:00:00,2.95,14770.0,United Kingdom
65874,541696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-20 18:08:00,2.95,,United Kingdom
65995,C541710,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,2011-01-21 11:17:00,2.95,14320.0,United Kingdom
66311,541789,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2011-01-21 13:07:00,2.55,14088.0,United Kingdom
66392,541793,71053,WHITE METAL LANTERN,1,2011-01-21 13:13:00,3.75,13969.0,United Kingdom
66720,541813,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-01-21 15:36:00,2.95,18239.0,United Kingdom
66787,541816,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-21 15:56:00,2.95,17799.0,United Kingdom
67362,541830,71053,WHITE METAL LANTERN,7,2011-01-21 17:09:00,8.29,,United Kingdom
67568,541838,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2011-01-23 10:43:00,2.55,12916.0,United Kingdom
67685,541843,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-01-23 12:08:00,2.95,13659.0,United Kingdom
67689,541843,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-23 12:08:00,2.95,13659.0,United Kingdom
67987,541849,71053,WHITE METAL LANTERN,5,2011-01-23 13:34:00,3.75,13230.0,United Kingdom
68005,541849,71053,WHITE METAL LANTERN,-3,2011-01-23 13:34:00,3.75,13230.0,United Kingdom
68006,541849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-01-23 13:34:00,2.95,13230.0,United Kingdom
68131,541855,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-23 14:59:00,2.95,13742.0,United Kingdom
68326,541862,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-01-23 16:02:00,2.95,14068.0,United Kingdom
68545,541870,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-01-24 09:39:00,5.79,,United Kingdom
68947,C541885,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-24 11:14:00,2.95,16782.0,United Kingdom
69151,541963,71053,WHITE METAL LANTERN,7,2011-01-24 13:06:00,3.75,17799.0,United Kingdom
69486,541971,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-01-24 13:48:00,5.79,,United Kingdom
69713,541979,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-24 14:54:00,2.95,14911.0,EIRE
69757,541985,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-01-24 15:52:00,2.95,15052.0,United Kingdom
70019,541996,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-01-25 10:20:00,2.95,18075.0,United Kingdom
70484,542079,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-01-25 12:15:00,2.55,18144.0,United Kingdom
70810,542102,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-01-25 13:26:00,2.95,12744.0,Singapore
70888,542105,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-25 13:35:00,2.95,12854.0,United Kingdom
71003,542107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-25 13:38:00,2.95,16222.0,United Kingdom
71052,542108,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-01-25 13:43:00,2.95,17460.0,United Kingdom
71466,542130,71053,WHITE METAL LANTERN,3,2011-01-25 15:36:00,3.75,13468.0,United Kingdom
71467,542130,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-25 15:36:00,2.95,13468.0,United Kingdom
71525,542141,85123A,WHITE HANGING HEART T-LIGHT HOLDER,91,2011-01-26 08:38:00,2.55,14548.0,United Kingdom
71639,542174,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-26 11:14:00,2.95,16043.0,United Kingdom
72009,542226,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-01-26 13:20:00,2.95,17075.0,United Kingdom
72162,542231,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-26 13:40:00,2.95,16714.0,United Kingdom
72307,542239,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-26 14:35:00,2.95,17786.0,United Kingdom
72327,542239,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-26 14:35:00,2.95,17786.0,United Kingdom
72447,542247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-01-26 15:49:00,2.55,12997.0,United Kingdom
